meter_id,date,daily_mean_power,daily_std_power,daily_min_power,daily_max_power,voltage_mean,voltage_std,intensity_mean,tmax,tmin,prcp,wspd_max,rolling_mean_30,rolling_std_30,residual_30,z_score_30,anomaly_score,anomaly_flag_global
MTR_001,2007-01-01,1.6345860587464955,0.7823575612482785,0.0864984269957436,3.066800120713531,240.12897916666665,2.216851061880208,7.916944444444444,24.7,13.1,1.0,17.6,1.6345860587464955,,0.0,,0.12832961025507206,0
MTR_001,2007-01-02,0.7530547762168547,0.603033015780759,0.1828650967892925,3.0962800488600584,241.94377777777777,2.7364647824939943,3.7140277777777775,23.2,13.7,0.1,17.4,1.1938204174816751,0.6233367477047834,-0.44076564126482043,-0.7071056467986754,0.14635349362141897,0
MTR_001,2007-01-03,0.6032591193097869,0.4847636201218797,0.0883298046259135,4.405755177865531,243.5570902777778,2.208902687507876,3.0140277777777778,22.6,14.8,0.9,20.0,0.996966651424379,0.5572509005397931,-0.3937075321145921,-0.7065162662221869,0.15042084398319794,0
MTR_001,2007-01-04,1.9404613274271072,0.9965034557805696,0.1466004917139745,5.188039207926206,239.7502986111111,2.448384211640213,9.478194444444444,21.5,14.9,2.3,21.4,1.232840320425061,0.6554117751558787,0.7076210070020461,1.0796570250461637,0.04915234339558028,0
MTR_001,2007-01-05,1.6166743167623363,0.8810921401737526,0.1382820115547742,4.899964244520451,240.4957638888889,3.02277010313422,7.885138888888889,23.3,12.9,0.0,18.5,1.309607119692516,0.5929916977568773,0.3070671970698202,0.5178262704268839,0.13314285831306644,0
MTR_001,2007-01-06,0.8987477258492127,0.8262511887331773,0.1029724308057309,6.793089674746834,239.67305555555555,3.7463041927511385,4.543888888888889,24.5,13.0,0.3,15.7,1.2411305540519655,0.5562783144599606,-0.3423828282027528,-0.6154872548786757,0.12480275834724142,0
MTR_001,2007-01-07,1.4580400183703055,1.431166566023745,0.0809409069130315,6.658361871769083,240.90248611111116,4.479279273199161,7.282638888888889,25.4,12.8,0.0,12.0,1.2721176203831568,0.5143857410290854,0.1859223979871487,0.3614447713313744,0.03633725203572136,0
MTR_001,2007-01-08,1.3319332844867195,0.781254958413576,0.0542263931388244,4.253006703099377,239.5769513888889,2.7870070222696106,6.551666666666667,26.4,13.7,0.0,10.7,1.2795945783961022,0.47669799033221066,0.052338706090617304,0.10979403596836351,0.16759235028369024,0
MTR_001,2007-01-09,1.1135952639235471,1.0761678162029915,0.065833282759566,7.3697278084841535,240.48752083333332,2.7444732826696043,5.521111111111111,26.0,13.3,0.0,15.0,1.261150210121374,0.44933017340025877,-0.14755494619782694,-0.3283879573304984,0.16976252224020266,0
MTR_001,2007-01-10,1.2828801227743405,1.1072567756736011,0.0704533308301373,5.869572024043346,241.0274513888889,3.2450511363325294,6.357777777777779,24.7,13.3,0.0,16.9,1.2633232013866706,0.4236882774473558,0.019556921387669846,0.04615864131727957,0.16404045788438193,0
MTR_001,2007-01-11,1.3415558902836016,1.2734270302886068,0.0585808333308758,6.658645400520828,241.1556875,3.5736745473308438,6.658333333333333,24.9,13.5,0.0,17.8,1.2704352640136642,0.4026375250576999,0.07112062626993731,0.17663641664628446,0.13407567281690108,0
MTR_001,2007-01-12,0.8684637489760217,0.7975229661720042,0.0679547443087352,5.499361195192677,241.53820833333336,2.549580839727224,4.309166666666666,25.1,13.2,0.0,12.2,1.2369376377605275,0.40105381334366164,-0.3684738887845057,-0.9187619161392847,0.16492173945340188,0
MTR_001,2007-01-13,1.8966280947793424,1.6272954117768887,0.0330455108269835,8.005891701742085,239.28361111111116,4.123130824825376,9.453055555555554,23.9,14.7,1.9,13.6,1.2876830575312055,0.4253430971084775,0.6089450372481369,1.431652728667902,0.007281941939907943,0
MTR_001,2007-01-14,1.7926998652443815,1.1869218839342517,0.0847859239289653,6.561762901719016,238.8218485059069,3.297268929626365,8.968311327310632,23.4,15.6,2.6,16.1,1.3237556866535751,0.43036886639983146,0.4689441785908064,1.0896306066074288,0.08610660033555789,0
MTR_001,2007-01-15,1.278429359625188,0.8263303743858729,0.066973036619285,5.029025610235423,241.2409097222222,3.0977668107083534,6.261527777777778,23.5,15.6,1.3,15.8,1.3207339315183495,0.4148789157282617,-0.04230457189316139,-0.10196823294977256,0.15911608500514346,0
MTR_001,2007-01-16,1.0022011806353135,0.855626719206544,0.0580952454856349,4.691231287003364,241.9447569444445,2.711426688522993,4.975972222222222,23.2,14.9,0.9,11.8,1.3008256345881597,0.40864531277711214,-0.2986244539528462,-0.7307650763405392,0.17106558145861883,0
MTR_001,2007-01-17,1.6963406522625064,1.2351554401400224,0.0692500988678759,6.909333269265923,241.00525,2.781230412241431,8.283888888888889,25.5,14.7,0.7,16.9,1.3240912238631213,0.4071313604103415,0.37224942839938513,0.9143204141871738,0.134555939558279,0
MTR_001,2007-01-18,1.084347614121004,0.9372000676422954,0.0331102034366862,5.804197237953352,240.89359722222224,2.6979051877221267,5.3425,24.0,14.9,1.6,19.3,1.3107721344330037,0.39899719488229135,-0.22642452031199967,-0.5674825681324129,0.16581323191727543,0
MTR_001,2007-01-19,0.8798709497163328,0.8541695286068082,0.07061008574456,5.105390004324881,240.16094444444445,3.0050493660726203,4.37625,23.6,15.5,1.1,16.3,1.2880931247110736,0.4001584661619681,-0.4082221749947408,-1.0201487394765498,0.1422096626480488,0
MTR_001,2007-01-20,1.8656603083649013,1.290716482121185,0.1151957363793489,7.441950342647106,238.8674722222222,3.649314556607973,9.348055555555556,23.8,14.8,0.0,14.8,1.316971483893765,0.41033920652321326,0.5486888244711363,1.3371558910108814,0.08712053727879865,0
MTR_001,2007-01-21,2.0296305025999297,1.5932889212882595,0.0550477347550148,6.932943273085203,238.9681180555556,4.215125400308689,10.190694444444444,24.8,15.1,0.0,17.8,1.3509076276416776,0.4291203212289696,0.6787228749582521,1.581657310837978,-0.009563158671793581,1
MTR_001,2007-01-22,1.2975297407507125,1.0590579621444651,0.0463686616718016,6.598160573931873,241.60313194444444,3.4916500989408434,6.355277777777778,25.7,13.7,0.0,18.0,1.3484813600557246,0.4189331513672987,-0.05095161930501213,-0.1216220237445873,0.158746204945301,0
MTR_001,2007-01-23,1.0566836874447267,1.0502151465489813,0.048712428389224,5.213630920549021,242.7625555555556,2.7229395364092963,5.260833333333333,25.8,13.2,0.0,16.0,1.3357945047248116,0.41379884103314,-0.2791108172800849,-0.67450682577167,0.16147729974188663,0
MTR_001,2007-01-24,1.7769112994116474,1.005517864803318,0.0483509156186127,6.226049829896411,241.45769444444448,3.2308412303887946,8.733611111111111,26.5,13.4,0.0,16.2,1.3541743711700966,0.4145990696768967,0.42273692824155074,1.0196258012474413,0.12427479239037426,0
MTR_001,2007-01-25,0.9518859260955732,0.8491388110385464,0.0616378369166784,5.084133477431102,243.42436111111112,3.2428431502565904,4.629305555555556,25.7,14.7,0.2,16.6,1.3380828333671155,0.4137676225143704,-0.3861969072715423,-0.9333644125180844,0.15099972291801395,0
MTR_001,2007-01-26,0.9631560020494933,0.7751060168968055,0.0803308024678774,4.357186975360006,242.77179166666667,3.037604206810672,4.721388888888889,24.5,15.8,0.9,19.0,1.32366257062413,0.4120218963120065,-0.3605065685746368,-0.874967318082346,0.14831901315920082,0
MTR_001,2007-01-27,1.2168489321775402,0.9614739515681552,0.0386180877345871,5.359797615377833,241.6165694444444,3.255575476601174,5.949861111111111,25.9,15.4,0.2,15.7,1.319706509940923,0.4045433165043238,-0.10285757776338289,-0.2542554018609814,0.17656809895613068,0
